Subject,Vignette,Face,Experiment,StoryEmotion,FaceExpression,Congruency,RT
67,28,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,1232
68,28,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,1215
69,28,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,1619
70,28,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1433
71,28,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,3176
72,28,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,9479
1,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,2073
2,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,2472
5,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,1309
6,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,4235
8,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,1427
9,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,1002
10,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,1284
11,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,1117
12,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,869
13,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,1448
14,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,1374
15,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,575
16,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,1189
17,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,1278
18,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,975
19,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,1073
20,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,2410
21,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,1002
22,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,1468
26,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,820
27,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,789
30,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,1431
31,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,877
32,60,Sad 14 Female.JPG,2,Happy,Sad,Incongruent,1576
34,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,835
36,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,1504
37,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,1524
49,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,1347
100,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,1034
200,60,Happy 16 Female.JPG,2,Happy,Happy,Congruent,1644
38,29,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,3104
39,29,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,2297
42,29,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,3095
44,29,Fear 7 Female.JPG,1,Fear,Fear,Congruent,1594
46,29,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,2897
47,29,Fear 7 Female.JPG,1,Fear,Fear,Congruent,1799
51,29,Fear 7 Female.JPG,1,Fear,Fear,Congruent,1552
52,29,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,1458
53,29,Fear 7 Female.JPG,1,Fear,Fear,Congruent,2300
54,29,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,1914
55,29,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,1507
56,29,Fear 7 Female.JPG,1,Fear,Fear,Congruent,1229
57,29,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,2477
58,29,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,1482
59,29,Fear 7 Female.JPG,1,Fear,Fear,Congruent,1062
60,29,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,828
61,29,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,1200
63,29,Fear 7 Female.JPG,1,Fear,Fear,Congruent,933
64,29,Fear 7 Female.JPG,1,Fear,Fear,Congruent,1197
65,29,Fear 7 Female.JPG,1,Fear,Fear,Congruent,1037
67,29,Fear 7 Female.JPG,1,Fear,Fear,Congruent,1385
68,29,Fear 7 Female.JPG,1,Fear,Fear,Congruent,1272
69,29,Fear 7 Female.JPG,1,Fear,Fear,Congruent,897
70,29,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,1334
71,29,Fear 7 Female.JPG,1,Fear,Fear,Congruent,2956
72,29,Fear 7 Female.JPG,1,Fear,Fear,Congruent,1953
1,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,1241
2,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,1408
5,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,1077
6,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,1685
8,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,1838
9,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,1203
10,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,975
11,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,1224
12,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,1216
13,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,2792
14,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,1846
15,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,712
17,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,804
18,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,1211
19,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,1031
20,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,950
21,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,736
22,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,2083
26,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,2096
27,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,1233
28,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,655
29,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,1719
30,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,1045
31,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,625
32,61,Happy 15 Female.JPG,2,Happy,Happy,Congruent,1568
36,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,2828
37,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,1216
49,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,1850
100,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,1541
200,61,Sad 13 Female.JPG,2,Happy,Sad,Incongruent,1855
38,30,Fear 7 Female.JPG,1,Fear,Fear,Congruent,5467
39,30,Fear 7 Female.JPG,1,Fear,Fear,Congruent,2279
40,30,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,1149
42,30,Fear 7 Female.JPG,1,Fear,Fear,Congruent,2200
44,30,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,2509
45,30,Fear 7 Female.JPG,1,Fear,Fear,Congruent,2521
46,30,Fear 7 Female.JPG,1,Fear,Fear,Congruent,3652
47,30,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,2246
48,30,Fear 7 Female.JPG,1,Fear,Fear,Congruent,976
50,30,Fear 7 Female.JPG,1,Fear,Fear,Congruent,3833
51,30,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,1809
53,30,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,2208
55,30,Fear 7 Female.JPG,1,Fear,Fear,Congruent,1637
56,30,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,1822
57,30,Fear 7 Female.JPG,1,Fear,Fear,Congruent,4277
58,30,Fear 7 Female.JPG,1,Fear,Fear,Congruent,1510
59,30,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,1110
60,30,Fear 7 Female.JPG,1,Fear,Fear,Congruent,550
63,30,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,1304
65,30,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,1069
66,30,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,3031
67,30,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,2971
68,30,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,1330
70,30,Fear 7 Female.JPG,1,Fear,Fear,Congruent,1342
71,30,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,1721
72,30,Anger 7 Female.JPG,1,Fear,Anger,Incongruent,5326
1,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,3138
2,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,1931
5,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,862
6,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,1864
8,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,1547
9,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,1009
10,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,1108
11,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,707
12,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,861
13,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,4113
14,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,1873
15,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,926
16,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,1375
17,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,3144
18,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,1324
20,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,1454
21,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,908
22,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,1376
26,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,835
27,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,940
28,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,1366
29,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,4107
30,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,1891
31,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,826
32,62,Happy 16 Female.JPG,2,Sad,Happy,Incongruent,1362
34,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,750
36,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,1284
37,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,1054
49,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,1365
100,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,1328
200,62,Sad 14 Female.JPG,2,Sad,Sad,Congruent,1298
38,31,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,5835
39,31,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,5227
40,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1185
42,31,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,4773
44,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1162
45,31,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,9479
46,31,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,2277
47,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1947
48,31,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,2032
50,31,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,7024
51,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1742
53,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,4226
56,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1222
57,31,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,2940
58,31,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,1668
59,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,904
62,31,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,4113
63,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1024
64,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1590
65,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1277
66,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1698
67,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1446
68,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1131
69,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1167
70,31,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,1147
71,31,Fear 8 Female.JPG,1,Fear,Fear,Congruent,5690
1,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,2158
2,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,4090
5,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,1087
6,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,2354
8,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,2319
9,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,1194
10,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,1465
11,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,1234
12,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,1115
13,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,1646
14,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,2281
15,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,1328
16,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,2002
17,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,1370
18,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,1313
19,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,1701
20,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,1449
21,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,1225
22,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,1061
26,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,2426
27,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,1071
29,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,2348
30,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,1362
31,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,649
32,63,Sad 15 Male.JPG,2,Sad,Sad,Congruent,1359
34,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,719
36,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,1648
37,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,1206
49,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,1058
100,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,2113
200,63,Happy 13 Male.JPG ,2,Sad,Happy,Incongruent,3304
38,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,4428
39,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,3110
40,32,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,1635
42,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,4801
44,32,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,3082
45,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,2884
46,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1852
48,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,2152
50,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,3147
51,32,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,1504
52,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1875
53,32,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,2820
54,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1865
55,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1728
56,32,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,2074
57,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,2817
58,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,4755
59,32,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,1700
60,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,933
61,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1110
62,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,2453
63,32,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,1424
64,32,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,1450
65,32,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,1698
66,32,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,1759
67,32,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,1811
69,32,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,1426
70,32,Fear 8 Female.JPG,1,Fear,Fear,Congruent,1997
71,32,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,3607
72,32,Anger 8 Female.JPG,1,Fear,Anger,Incongruent,5730
1,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,1499
2,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,1309
6,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,3391
8,64,Happy 14 Male.JPG,2,Happy,Happy,Congruent,1715
10,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,1362
11,64,Happy 14 Male.JPG,2,Happy,Happy,Congruent,1056
12,64,Happy 14 Male.JPG,2,Happy,Happy,Congruent,1000
13,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,2757
14,64,Happy 14 Male.JPG,2,Happy,Happy,Congruent,1759
16,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,1207
17,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,1569
18,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,1438
19,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,1187
20,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,2137
21,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,832
22,64,Happy 14 Male.JPG,2,Happy,Happy,Congruent,1249
27,64,Happy 14 Male.JPG,2,Happy,Happy,Congruent,1417
29,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,2073
30,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,940
31,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,1020
32,64,Sad 16 Male.JPG,2,Happy,Sad,Incongruent,2648
36,64,Happy 14 Male.JPG,2,Happy,Happy,Congruent,1401
37,64,Happy 14 Male.JPG,2,Happy,Happy,Congruent,893
100,64,Happy 14 Male.JPG,2,Happy,Happy,Congruent,1013
200,64,Happy 14 Male.JPG,2,Happy,Happy,Congruent,1817
